CHROM	POS	MEAN_DEPTH	VAR_DEPTH
NC_044905.1	72767809	41.8022	359.994
NC_044905.1	72982879	15.9808	177.44
NC_044905.1	72983540	39.206	298.026
NC_044905.1	72984041	24.9643	134.139
NC_044905.1	72984552	18.4066	126.066
NC_044905.1	72985368	39.9038	504.627
NC_044905.1	72985871	34.3324	384.228
NC_044905.1	72986395	43	559.774
NC_044905.1	72987857	11.0799	47.6428
NC_044905.1	72988632	11.6364	49.0442
NC_044905.1	72990026	11.8785	49.9686
NC_044905.1	72990541	35.0742	260.107
NC_044905.1	72993491	14.573	129.29
NC_044905.1	72993997	41.3819	390.308
NC_044905.1	72995402	11.2702	64.0972
NC_044905.1	72995946	39.522	327.457
NC_044905.1	73220970	10.721	57.1214
NC_044905.1	73222721	41.456	290.502
NC_044905.1	74667285	12.7762	68.2792
NC_044905.1	74667793	15.5934	81.9169
NC_044905.1	74793935	10.2225	48.9779
NC_044905.1	74794449	10.9286	42.5018
NC_044905.1	74795099	11.8926	46.2177
NC_044905.1	74795607	26.2582	162.848
NC_044905.1	74796130	19.3929	108.03
NC_044905.1	74796864	10.3508	39.6799
NC_044905.1	74797389	35.3269	266.964
NC_044905.1	74800271	11.3812	63.6493
NC_044905.1	74800782	28.5549	189.867
NC_044905.1	75938415	13.8874	83.5878
NC_044905.1	75938922	20.2308	116.773
NC_044905.1	75942074	13.3343	67.3644
NC_044905.1	75942590	40.1071	337.451
NC_044905.1	75943090	27.533	206.288
NC_044905.1	75944145	39.8516	336
NC_044905.1	78591354	10.9533	52.7554
NC_044905.1	78591856	40.717	367.272
NC_044905.1	78594186	39.1566	317.592
NC_044905.1	78595589	19.7198	113.266
NC_044905.1	78596091	33.3434	261.659
NC_044905.1	78596895	10.6429	37.4534
NC_044905.1	78597691	39.8764	485.392
NC_044905.1	79482561	10.0608	34.0185
NC_044905.1	79483192	38.8626	378.896
NC_044905.1	79515365	11.8128	62.1469
NC_044905.1	79530110	13.2707	105.156
NC_044905.1	79530801	36.4863	327.264
NC_044905.1	82192752	14.6925	115.402
NC_044905.1	82240880	11.2204	43.9568
NC_044905.1	82328924	13.4643	46.8059
NC_044905.1	82330761	42.5962	350.142
NC_044905.1	84621537	12.826	72.809
NC_044905.1	84622050	19.5962	165.371
NC_044905.1	84622564	13.6391	64.1042
NC_044905.1	84623065	35.5522	739.438
NC_044905.1	84624246	11.0249	55.0215
NC_044905.1	84624753	31.5632	260.996
NC_044905.1	84626345	10.1309	41.6448
NC_044905.1	84627035	11.2155	40.513
NC_044905.1	84627543	27.6731	253.626
NC_044905.1	84638688	8.49861	26.1451
NC_044905.1	84731998	9.27624	30.3556
NC_044905.1	84732503	21.9176	96.6048
NC_044905.1	84733004	21.2225	128.251
NC_044905.1	84733504	18.1236	102.401
NC_044905.1	84734009	22.3324	129.545
NC_044905.1	84735531	10.7956	34.5841
NC_044905.1	84736069	17.0467	80.9317
NC_044905.1	84736572	26.8516	162.645
NC_044905.1	89692410	10.7713	58.5802
NC_044905.1	89693269	33.8324	233.953
NC_044905.1	89693813	10.6519	49.2248
NC_044905.1	89695284	22.6209	163.255
NC_044905.1	89696248	10.4139	35.6249
NC_044905.1	89698147	11.1163	50.7864
NC_044905.1	89698837	39.2582	384.897
NC_044905.1	89700906	10.5856	46.1879
NC_044905.1	89701893	10.6768	48.9839
NC_044905.1	89702405	24.6044	141.656
NC_044905.1	90024201	10.9392	45.2373
NC_044905.1	90259826	16.9011	128.585
NC_044905.1	90262192	43.2225	388.515
NC_044905.1	90314595	13.5978	96.9151
NC_044905.1	90315797	40.2775	384.157
NC_044905.1	90317668	9.24654	28.6974
NC_044905.1	90318168	18.0247	75.1041
NC_044905.1	90318897	11.4957	57.5513
NC_044905.1	90319428	36.5659	286.23
NC_044905.1	91612101	20.0852	89.0313
NC_044905.1	91612650	43.3736	416.896
NC_044905.1	91613160	13.9752	103.533
NC_044905.1	91613798	39.6566	341.097
NC_044905.1	91614463	41.6209	371.332
NC_044905.1	91615025	39.217	383.526
NC_044905.1	91669076	13.456	50.662
NC_044905.1	91669600	22.544	140.006
NC_044905.1	91670246	11.9176	49.0455
NC_044905.1	91670759	14.3416	50.6123
NC_044905.1	92774118	10.7111	40.518
NC_044905.1	93155805	11.2865	61.8459
NC_044905.1	93159473	39.9121	290.637
NC_044905.1	93257841	13.1648	42.7386
NC_044905.1	93258357	31.5027	222.719
NC_044905.1	93258871	42.2885	332.658
NC_044905.1	93259374	30.7473	194.338
NC_044905.1	93259889	22.2253	125.255
NC_044905.1	93263204	11.7313	43.4415
NC_044905.1	94103002	10.4765	40.8557
NC_044905.1	94106035	40.6703	511.61
NC_044905.1	94407561	10.5028	38.4335
NC_044905.1	94408575	39.3379	361.651
NC_044905.1	94410296	21.3654	118.089
NC_044905.1	94410805	29.6484	186.443
NC_044905.1	94576913	10.727	40.6795
NC_044905.1	96241786	9.75138	30.6416
NC_044905.1	96251708	14.0441	119.678
NC_044905.1	96252213	18.1456	144.714
NC_044905.1	96256708	11.0891	56.5339
NC_044905.1	96261018	12.928	97.0559
NC_044905.1	96261570	42.7802	745.048
NC_044905.1	96272022	11.4472	62.649
NC_044905.1	96272544	12.4488	79.0036
NC_044905.1	97703654	11.0028	61.2305
NC_044905.1	97704155	12.6786	50.07
NC_044905.1	97704676	24.3214	118.742
NC_044905.1	97707400	41.3132	511.229
NC_044905.1	97708604	35.0082	321.848
NC_044905.1	98632219	10.3343	54.0736
NC_044905.1	99483895	19.9011	155.605
NC_044905.1	99484512	40.8462	429.624
NC_044905.1	99485686	11.2346	51.1605
NC_044905.1	99486198	41.8324	326.663
NC_044905.1	99486754	11.4398	59.3032
NC_044905.1	99487287	25.1236	133.762
NC_044905.1	99488230	9.92244	38.244
NC_044905.1	99489706	10.3361	46.6105
NC_044905.1	99490441	39.5604	350.528
NC_044905.1	99905415	11.4972	50.9044
NC_044905.1	99906324	42.2473	361.536
NC_044905.1	99906935	41.4258	333.876
NC_044905.1	100162379	9.92244	41.5829
NC_044905.1	100164032	11.8182	89.6796
NC_044905.1	100164955	38.3956	364.774
NC_044905.1	100165465	40.6511	359.115
NC_044905.1	100166363	33.7418	249.933
NC_044905.1	100167557	11.7363	51.0818
NC_044905.1	100168085	32.2225	243.496
NC_044905.1	100168590	37.9478	328.904
NC_044905.1	101503762	21.3528	233.833
NC_044906.1	112785	10.5667	48.0457
NC_044906.1	113294	10.9116	49.6487
NC_044906.1	114497	10.2735	39.5123
NC_044906.1	115169	11.2216	67.0452
NC_044906.1	115720	37.7912	321.841
NC_044906.1	116556	10.3757	39.0164
NC_044906.1	117150	10.8149	53.1873
NC_044906.1	117654	9.5651	32.2576
NC_044906.1	119551	11.0799	60.2947
NC_044906.1	120220	34.1429	236.916
NC_044906.1	122183	9.23823	28.4986
NC_044906.1	278042	20.7563	182.477
NC_044906.1	2698217	10.1298	34.2795
NC_044906.1	2698719	11.1215	49.758
NC_044906.1	2699224	16.6529	107.596
NC_044906.1	2720593	12.6072	77.9319
NC_044906.1	2721098	21.0632	188.462
NC_044906.1	2721704	38.7253	360.674
NC_044906.1	2731864	14.3571	82.0264
NC_044906.1	2733323	38.7363	508.074
NC_044906.1	2733848	28.8324	219.589
NC_044906.1	2735075	10.9307	43.3869
NC_044906.1	2735737	45.2747	500.668
NC_044906.1	2811021	12.6171	73.0822
NC_044906.1	2812437	41.7637	416.401
NC_044906.1	2813516	40.0632	361.685
NC_044906.1	2814394	40.9203	343.115
NC_044906.1	3538167	13.893	84.4405
NC_044906.1	3641851	10.8757	38.3695
NC_044906.1	6913138	13.3747	54.8592
NC_044906.1	6913639	35.3516	290.405
NC_044906.1	6915230	10.8631	54.1017
NC_044906.1	6915753	32.3544	287.271
NC_044906.1	6916849	11.3581	36.0427
NC_044906.1	6917358	39.4753	371.578
NC_044906.1	6919495	9.90028	32.4622
NC_044906.1	6920602	9.86389	34.1625
NC_044906.1	6921677	10	33.1676
NC_044906.1	6922227	40.7775	301.992
NC_044906.1	6922732	16.7308	92.2965
NC_044906.1	8636924	12.7415	68.0555
NC_044906.1	8643966	9.35457	26.585
NC_044906.1	8646396	11.2829	45.3839
NC_044906.1	8646924	18.9313	87.5738
NC_044906.1	8647429	17.8407	73.8533
NC_044906.1	8647936	17.4132	164.862
NC_044906.1	8648470	11.4609	39.0447
NC_044906.1	8649388	12.337	46.2795
NC_044906.1	8650011	9.63866	25.164
NC_044906.1	8650515	22.3462	146.943
NC_044906.1	8651023	11.1788	48.8755
NC_044906.1	9304103	9.72423	34.3232
NC_044906.1	9319916	9.85042	32.3331
NC_044906.1	9320420	18.6456	93.7115
NC_044906.1	9321651	10.9613	42.3919
NC_044906.1	9322158	15.8269	61.4218
NC_044906.1	9322809	11.9641	47.2646
NC_044906.1	9323345	19.5549	146.699
NC_044906.1	9323873	40.478	377.534
NC_044906.1	9324847	10.1022	40.8067
NC_044906.1	9632811	9.85196	40.5747
NC_044906.1	9633426	12.2928	53.8475
NC_044906.1	10983873	16.1453	123.979
NC_044906.1	13762836	10.2287	36.6133
NC_044906.1	13763844	9.69231	30.456
NC_044906.1	13764346	38.9698	346.828
NC_044906.1	13764853	15.0579	94.7397
NC_044906.1	13765526	33.4396	251.966
NC_044906.1	13767116	15.7346	140.89
NC_044906.1	13771398	10.4571	44.7933
NC_044906.1	13771906	24.4835	136.829
NC_044906.1	14213533	16.7308	100.903
NC_044906.1	14214437	37.7775	308.719
NC_044906.1	14214948	36.717	312.259
NC_044906.1	14215524	41.6071	611.793
NC_044906.1	14216765	11.1243	58.5025
NC_044906.1	14217285	22.3516	176.262
NC_044906.1	14219137	15.3581	90.1476
NC_044906.1	14219643	27.3544	149.849
NC_044906.1	14220436	10.2022	36.9007
NC_044906.1	14220944	13.5632	58.3018
NC_044906.1	14222289	12.0468	51.2879
NC_044906.1	14222794	34.3709	258.019
NC_044906.1	14223306	16.7995	77.1415
NC_044906.1	14225078	13.1791	48.2413
NC_044906.1	14225581	41.5852	478.381
NC_044906.1	14226148	41.3571	478.109
NC_044906.1	14227094	10.6899	42.2705
NC_044906.1	14227612	11.9917	77.7019
NC_044906.1	14228112	32.1099	280.456
NC_044906.1	14228649	12.2527	63.1977
NC_044906.1	14229149	21.0824	104.456
NC_044906.1	15132988	13.1511	78.8724
NC_044906.1	15133517	19.7692	169.186
NC_044906.1	18129431	10.4404	34.9582
NC_044906.1	18130834	13.5467	82.1438
NC_044906.1	18131683	37.6566	290.364
NC_044906.1	18133604	27.9313	202.136
NC_044906.1	18134125	43.706	354.693
NC_044906.1	18134862	9.65651	31.7484
NC_044906.1	18135362	13.8705	91.6545
NC_044906.1	18135912	11.6271	54.1182
NC_044906.1	18136414	15.7665	69.1547
NC_044906.1	18137024	45.0522	364.072
NC_044906.1	18139936	11.8338	46.939
NC_044906.1	18196307	10.8493	41.9191
NC_044906.1	18196808	16.5636	94.6641
NC_044906.1	18287931	11.2869	54.2107
NC_044906.1	18288449	30.3297	485.301
NC_044906.1	18288970	21.5687	238.824
NC_044906.1	18747192	19.8567	248.68
NC_044906.1	18749333	19.8864	273.32
NC_044906.1	19659447	11.595	66.9378
NC_044906.1	19659956	15.2143	118.081
NC_044906.1	21370900	10.9945	69.4238
NC_044906.1	21371403	11.7225	45.5123
NC_044906.1	21371974	11.0997	60.3289
NC_044906.1	21372478	24.5302	201.732
NC_044906.1	21372989	13.4725	75.0323
NC_044906.1	21381114	14.5041	94.8418
NC_044906.1	21381628	43.8324	421.066
NC_044906.1	21382160	20.5247	115.165
NC_044906.1	21383580	41.8626	450.411
NC_044906.1	21384087	16.0852	111.748
NC_044906.1	21384590	21.8984	134.064
NC_044906.1	21385763	10.4353	43.8763
NC_044906.1	21386519	11.3536	63.5256
NC_044906.1	21387022	24.7665	162.372
NC_044906.1	21955056	12.0083	68.0636
NC_044906.1	25016385	13.7956	92.7503
NC_044906.1	25017248	42.9835	421.399
NC_044906.1	25018519	10.105	34.1829
NC_044906.1	25019467	41.8297	423.304
NC_044906.1	25020676	9.47472	27.1853
NC_044906.1	25021682	11.3437	57.6556
NC_044906.1	25027647	11.2514	46.2718
NC_044906.1	25028152	18.0604	108.481
NC_044906.1	25028652	33.7747	248.307
NC_044906.1	26241396	12.9226	63.6463
NC_044906.1	26976668	14.2115	101.55
NC_044906.1	26977630	32.5962	256.836
NC_044906.1	26978593	13.8347	69.0279
NC_044906.1	26979141	40.7143	347.455
NC_044906.1	26979641	21.7473	196.933
NC_044906.1	26980241	14.2645	89.9299
NC_044906.1	26981535	42.0879	874.339
NC_044906.1	26983108	38.1236	281.778
NC_044906.1	26983626	34.7885	363.726
NC_044906.1	26984852	42.8874	343.186
NC_044906.1	29095334	13.5702	89.0247
NC_044906.1	29096908	33.6868	246.276
NC_044906.1	31465657	12.6771	71.6625
NC_044906.1	35278854	10.9363	51.5654
NC_044906.1	35761601	16.5907	94.4573
NC_044906.1	35762126	36.7637	285.883
NC_044906.1	35765452	9.23611	29.0054
NC_044906.1	35765978	19.8159	94.1837
NC_044906.1	35768828	9.53994	33.1165
NC_044906.1	35769394	12.2534	73.5544
NC_044906.1	35769922	25.511	203.237
NC_044906.1	35770422	26.8379	189.932
NC_044906.1	35772271	9.73961	34.9098
NC_044906.1	35772773	25.4231	159.369
NC_044906.1	38762431	10.9169	41.2986
NC_044906.1	38762936	33.8022	258.914
NC_044906.1	38764965	41.3269	325.521
NC_044906.1	38766883	15.0249	116.667
NC_044906.1	38767802	42.8984	396.378
NC_044906.1	40983260	9.51105	34.6328
NC_044906.1	40983768	25.717	164.176
NC_044906.1	40984567	9.69337	35.8531
NC_044906.1	40985069	24.7885	170.536
NC_044906.1	41902050	19.9505	127.248
NC_044906.1	41904519	42.6346	365.158
NC_044906.1	41905828	11.9725	68.5628
NC_044906.1	43530341	9.71944	34.6147
NC_044906.1	43531563	41.0659	322.194
NC_044906.1	43532082	17.8764	89.7615
NC_044906.1	43534674	14.2473	106.132
NC_044906.1	43535627	35.717	329.564
NC_044906.1	43536530	16.0613	123.901
NC_044906.1	43537400	37.5742	343.171
NC_044906.1	44637839	12.9971	69.307
NC_044906.1	44642085	39.5659	351.051
NC_044906.1	44644970	11.0139	48.2756
NC_044906.1	44645474	16.0962	63.7731
NC_044906.1	46057066	12.4187	50.3048
NC_044906.1	46057568	16.1983	73.8832
NC_044906.1	47116357	13.484	64.075
NC_044906.1	47116859	12.9532	68.8624
NC_044906.1	47834594	32.9863	206.173
NC_044906.1	47939889	9.85042	34.6831
NC_044906.1	48966047	11.5427	61.1991
NC_044906.1	48966582	37	320.898
NC_044906.1	48967099	40.75	439.913
NC_044906.1	48967937	41.8929	333.55
NC_044906.1	48969367	38.8596	519.77
NC_044906.1	50575503	12.116	67.0447
NC_044906.1	52459873	9.9779	33.4455
NC_044906.1	52460513	42.217	351.757
NC_044906.1	52461029	33.7088	225.32
NC_044906.1	52461530	33.967	314.561
NC_044906.1	52462035	31.1456	225.243
NC_044906.1	53666595	9.80663	32.86
NC_044906.1	53667095	11.2231	36.4445
NC_044906.1	53667606	12.6133	75.8999
NC_044906.1	53668128	11.2369	44.2973
NC_044906.1	53669529	12.6898	91.0868
NC_044906.1	53670119	34.4835	229.925
NC_044906.1	53670701	42.3929	529.038
NC_044906.1	53671888	10.4586	46.9692
NC_044906.1	53672398	24.4973	198.091
NC_044906.1	53673876	10.7175	51.1699
NC_044906.1	53674390	27.3901	276.431
NC_044906.1	53676202	10.281	36.7882
NC_044906.1	53676702	12.8343	56.2495
NC_044906.1	53677221	12.4404	101.808
NC_044906.1	53677725	33.1896	225.509
NC_044906.1	53678494	9.7867	29.2072
NC_044906.1	54128832	11.795	58.8023
NC_044906.1	54129335	10.6359	41.8165
NC_044906.1	54274779	12.2182	58.0547
NC_044906.1	54275300	12.7163	63.4248
NC_044906.1	54276621	13.8375	104.584
NC_044906.1	54278022	35.0907	277.058
NC_044906.1	54279708	16.2692	58.5885
NC_044906.1	54280640	42.9615	342.588
NC_044906.1	54505516	10.5317	51.9569
NC_044906.1	54507244	36.467	282.15
NC_044906.1	55054485	15.416	92.7795
NC_044906.1	55132655	10.5014	46.6396
NC_044906.1	55305595	13.8791	51.8807
NC_044906.1	55306095	38.0522	275.212
NC_044906.1	55306965	12.0525	88.4598
NC_044906.1	55308346	38.4945	329.523
NC_044906.1	55897450	17.4396	102.732
NC_044906.1	55898299	40.5632	336.467
NC_044906.1	58554505	10.6814	47.5788
NC_044906.1	64639046	11.8444	63.5078
NC_044906.1	66816741	22.3118	358.711
NC_044906.1	66857503	11.9448	82.2518
NC_044906.1	66858478	40.7582	524.707
NC_044906.1	66858999	33.6209	346.137
NC_044906.1	66860117	13.124	70.678
NC_044906.1	66860622	34.8132	303.701
NC_044906.1	66863714	16.7099	103.115
NC_044906.1	66864251	26.3104	235.217
NC_044906.1	66864883	42.7115	492.03
NC_044906.1	67495588	13.4072	77.9476
NC_044906.1	67497505	42.456	350.982
NC_044906.1	67498014	10.4444	43.061
NC_044906.1	67523015	11.3104	48.4295
NC_044906.1	67523541	19.5659	102.941
NC_044906.1	67524078	18.8681	86.4619
NC_044906.1	67524590	37.6319	280.514
NC_044906.1	67568191	10.0249	41.775
NC_044906.1	67568691	10.283	35.9225
NC_044906.1	67569194	11.2445	36.7031
NC_044906.1	67569703	19.2672	121.511
NC_044906.1	68104933	18.4808	107.776
NC_044906.1	68106763	39.6896	348.556
NC_044906.1	74071466	16.0882	122.158
NC_044906.1	74075461	41.0907	413.328
NC_044907.1	386970	12.9862	103.5
NC_044907.1	387475	42.4586	603.717
NC_044907.1	2433465	11.1579	57.8389
NC_044907.1	2434096	9.95856	42.0842
NC_044907.1	2434957	40.1071	600.603
NC_044907.1	2435528	41.6099	567.445
NC_044907.1	2462628	12.9192	92.1136
NC_044907.1	2548119	17.4457	201.795
NC_044907.1	5172842	15.3352	110.284
NC_044907.1	5173553	26.5879	222.629
NC_044907.1	5174421	9.69252	27.7691
NC_044907.1	5175214	11.0882	68.4231
NC_044907.1	5176378	41.6731	385.207
NC_044907.1	10198842	9.97521	35.4331
NC_044907.1	10478733	14.2	136.333
NC_044907.1	10479411	43.4835	407.865
NC_044907.1	11300508	12.3725	66.8468
NC_044907.1	14261112	18.1166	133.254
NC_044907.1	14580542	23.1154	149.943
NC_044907.1	14581046	25.5604	134.28
NC_044907.1	14941576	9.90358	38.0984
NC_044907.1	17585462	10.6519	38.981
NC_044907.1	17586772	44.7912	536.259
NC_044907.1	17594180	10.9667	57.9877
NC_044907.1	17594686	32.4451	248.859
NC_044907.1	17750310	11.1611	44.2804
NC_044907.1	20348890	13.9254	130.823
NC_044907.1	20350626	20.2659	232.468
NC_044907.1	20373878	16.6366	245.543
NC_044907.1	21127524	11.6171	42.2811
NC_044907.1	21128177	12.6243	87.8046
NC_044907.1	21808713	9.60942	35.1442
NC_044907.1	21809221	22.7995	124.183
NC_044907.1	21810086	11.8172	76.4609
NC_044907.1	21810795	31.272	225.879
NC_044907.1	21840040	9.98615	30.6304
NC_044907.1	21840988	41.4258	558.366
NC_044907.1	24761050	20.9918	91.7878
NC_044907.1	35380269	20.3675	333.365
NC_044907.1	35385801	14.1648	142.889
NC_044907.1	35386348	39.1016	826.086
NC_044907.1	35387515	15.7784	168.712
NC_044907.1	35388124	31.2143	680.29
NC_044907.1	35425059	14.8083	143.437
NC_044907.1	35505561	18.4681	241.705
NC_044907.1	35506159	33.0769	451.079
NC_044907.1	35513533	24.0973	358.344
NC_044907.1	35536187	17.7818	206.121
NC_044907.1	35537198	27.4588	369.053
NC_044907.1	35537892	20.5385	123.114
NC_044907.1	35545860	22.761	183.675
NC_044907.1	35546368	17.1511	120.476
NC_044907.1	35547590	10.7639	53.4009
NC_044907.1	35548095	13.3223	79.545
NC_044907.1	35553740	11.4902	66.172
NC_044907.1	36817015	11.4683	80.2165
NC_044907.1	40760895	10.2667	47.9733
NC_044907.1	47281213	11.6621	36.7863
NC_044907.1	47995083	14.8408	130.011
NC_044907.1	47996374	44.0549	409.391
NC_044907.1	50258644	14.513	82.5878
NC_044907.1	50262636	11.3833	68.6604
NC_044907.1	50263216	28.1828	387.478
NC_044907.1	50308607	17.7039	121.055
NC_044907.1	50313311	14.9088	99.1917
NC_044907.1	50314160	36.5577	434.181
NC_044907.1	50314851	13.7662	102.417
NC_044907.1	50315417	28.4698	203.451
NC_044907.1	50762923	12.1133	84.5273
NC_044907.1	50764787	40.4423	373.746
NC_044907.1	52178384	10.2056	36.2696
NC_044907.1	52180176	38.8379	301.828
NC_044907.1	53006234	10.4819	49.5632
NC_044907.1	53006737	9.39503	34.4557
NC_044907.1	53599396	13.033	68.5168
NC_044907.1	54281619	10.1056	43.0362
NC_044907.1	54282719	11.9418	79.9216
NC_044907.1	54283388	38.7033	313.719
NC_044907.1	54284259	10.6694	49.3048
NC_044907.1	54284811	34.2115	264.52
NC_044907.1	54285316	14.0192	98.5423
NC_044907.1	54286205	12.124	92.7553
NC_044907.1	54287174	34.0962	240.456
NC_044907.1	54288050	10.6694	38.2882
NC_044907.1	54289427	11.9695	83.5518
NC_044907.1	54289940	29.8819	217.669
NC_044907.1	54291176	10.8099	38.1654
NC_044907.1	54292341	42.6346	410.431
NC_044907.1	55164181	9.45682	29.1315
NC_044907.1	55164745	41.1071	404.162
NC_044907.1	55166424	14.294	68.3073
NC_044907.1	55166936	35.7005	286.827
NC_044907.1	55168076	40.0714	351.962
NC_044907.1	55168696	11.1492	67.7339
NC_044907.1	55169215	36.4698	300.421
NC_044907.1	55170562	13.5096	46.7644
NC_044907.1	55171064	20.0499	100.836
NC_044907.1	59210261	15.6209	88.4344
NC_044907.1	59212352	35.706	278.968
NC_044907.1	59212989	11.2452	59.8486
NC_044907.1	59213503	23.8791	158.79
NC_044907.1	61541867	17.036	119.429
NC_044907.1	61542820	36.9231	354.815
NC_044907.1	61543550	10.5152	39.814
NC_044907.1	61544067	25.7115	161.479
NC_044907.1	61544574	38.3791	300.17
NC_044907.1	61548274	41.1456	390.593
NC_044907.1	61548786	10.9033	63.1901
NC_044907.1	61549288	22.5879	131.62
NC_044907.1	64710502	12.8515	80.5931
NC_044907.1	64711273	40.6409	430.685
NC_044907.1	64711963	41.5442	450.06
NC_044907.1	64778122	10.6464	39.4425
NC_044907.1	64778673	18.9808	106.509
NC_044907.1	64779303	19.2674	229.649
NC_044907.1	64779846	24.8462	160.687
NC_044907.1	64780353	20.0824	141.966
NC_044907.1	67025497	16.4148	108.056
NC_044907.1	67026680	40.717	318.473
NC_044907.1	67034052	9.78237	31.5188
NC_044907.1	67034555	22.3462	119.334
NC_044907.1	67035565	11.5207	66.9298
NC_044907.1	67036072	22.0467	129.923
NC_044907.1	67036579	24.8104	145.917
NC_044907.1	67037080	21.5522	247.989
NC_044907.1	67039102	41.5852	378.982
NC_044907.1	67039666	15.1896	95.6086
NC_044907.1	67040186	18.9643	119.412
NC_044907.1	67040700	34.3626	226.662
NC_044907.1	67042325	10.6464	39.4924
NC_044907.1	67042829	29.8516	187.752
NC_044907.1	67043400	27.1016	188.973
NC_044907.1	67043943	40.2143	295.502
NC_044907.1	68411747	10.7645	34.7639
NC_044907.1	68412808	10.489	44.6803
NC_044907.1	68414168	38.8819	300.171
NC_044907.1	69049046	11.3454	70.8748
NC_044907.1	69049550	32.2033	241.22
NC_044907.1	69050360	43.0742	432.835
NC_044907.1	69053663	9.92222	30.9243
NC_044907.1	69055141	12.8066	64.1952
NC_044907.1	69056471	16.272	101.031
NC_044907.1	69057682	14.4656	130.924
NC_044907.1	69058456	42.5495	361.973
NC_044907.1	73055719	12.4306	68.53
NC_044907.1	73056222	32.8809	511.677
NC_044907.1	73057060	34.8371	586.644
NC_044907.1	73101785	18.0696	175.92
NC_044907.1	73103949	40.967	362.44
NC_044907.1	73104454	15.5055	82.2562
NC_044907.1	73104954	10.5152	39.4328
NC_044907.1	73105597	11.425	55.0417
NC_044907.1	73106108	22.25	115.125
NC_044907.1	73107616	12.3022	50.0682
NC_044907.1	73108116	17.3077	77.2715
NC_044907.1	73109868	13.9697	82.0626
NC_044907.1	73110404	41.0522	347.824
NC_044907.1	73110922	20.4505	132.496
NC_044907.1	73111437	44.1044	411.543
NC_044907.1	73112053	12.2632	72.6111
NC_044907.1	73112736	43.4945	450.267
NC_044907.1	73941067	11.0028	60.2956
NC_044907.1	73941571	42.6868	435.659
NC_044907.1	73944243	28.2335	286.102
NC_044907.1	78805741	13.8914	94.1418
NC_044907.1	79149636	11.0663	58.3391
NC_044907.1	79474235	9.1989	26.7249
NC_044907.1	79484557	10.9278	45.3318
NC_044907.1	81478844	10.1108	35.2432
NC_044907.1	81479349	28.3791	184.506
NC_044907.1	81709185	22.3118	321.283
NC_044907.1	82176684	11.4199	61.9008
NC_044907.1	82177185	26.6198	273.778
NC_044907.1	82743820	12.6042	46.4217
NC_044907.1	92050113	13.7064	120.53
NC_044907.1	92091901	10.4763	52.9485
NC_044907.1	93641567	19.0634	150.004
NC_044907.1	95886389	11.7155	72.3482
NC_044907.1	95887007	41.967	324.219
NC_044907.1	95889205	14.7438	124.915
NC_044907.1	95889715	37.1868	307.216
NC_044907.1	95893735	9.28453	25.9271
NC_044907.1	95894238	12.5734	74.6008
NC_044907.1	95894754	26.6731	171.918
NC_044907.1	95897767	12.697	87.1068
NC_044907.1	95898293	37.8819	337.025
NC_044907.1	95898820	9.75766	35.078
NC_044907.1	95899321	11.384	44.0488
NC_044907.1	95901000	39.7308	344.682
NC_044908.1	548781	10.0637	47.5987
NC_044908.1	550756	41.0797	486.024
NC_044908.1	551266	38.8297	342.384
NC_044908.1	552166	42.1456	344.924
NC_044908.1	552698	34.7555	223.629
NC_044908.1	3764488	8.94199	23.2459
NC_044908.1	3765225	9.34349	27.4539
NC_044908.1	3766369	10.105	41.6344
NC_044908.1	3914565	13.0275	67.3694
NC_044908.1	3915065	31.1868	213.91
NC_044908.1	3915678	9.53463	31.8495
NC_044908.1	3916885	13.605	112.916
NC_044908.1	3917645	41.5	413.733
NC_044908.1	3918460	10.8204	41.4663
NC_044908.1	8925738	13.2403	113.701
NC_044908.1	9042726	17.2707	242.403
NC_044908.1	9043303	39.7253	547.313
NC_044908.1	9044155	14.337	141.77
NC_044908.1	9045151	38.9808	654.311
NC_044908.1	9198338	10.4696	50.1833
NC_044908.1	9199653	41.2637	357.534
NC_044908.1	9734979	18.5764	248.638
NC_044908.1	9808649	19.9626	255.148
NC_044908.1	9809160	33.6536	670.507
NC_044908.1	9893278	13.5966	105.18
NC_044908.1	10964541	18.7421	214.215
NC_044908.1	13203775	9.65934	36.7431
NC_044908.1	18766063	13.2745	96.5143
NC_044908.1	19188757	15.6705	127.253
NC_044908.1	19189312	15.0457	115.196
NC_044908.1	19190115	13.6618	74.2245
NC_044908.1	19190628	21.566	221.282
NC_044908.1	19233081	25.2479	175.413
NC_044908.1	19233617	42.0577	338.242
NC_044908.1	19234531	9.68144	36.7732
NC_044908.1	19235050	33.0577	368.077
NC_044908.1	19235632	40.9011	388.998
NC_044908.1	19385976	24.6195	275.982
NC_044908.1	20620228	15.1274	89.7559
NC_044908.1	20620959	13.4494	107.764
NC_044908.1	20638651	10.9559	31.1804
NC_044908.1	20639366	42.0659	446.525
NC_044908.1	20639870	25.8709	181.374
NC_044908.1	20640377	22.75	127.791
NC_044908.1	20643634	9.24518	27.3624
NC_044908.1	20644142	28.0824	170.836
NC_044908.1	20645847	10.3242	39.3106
NC_044908.1	20646354	11.058	42.6919
NC_044908.1	20647975	10.1621	33.6789
NC_044908.1	20648480	12.2782	62.2732
NC_044908.1	20648985	17.6006	92.4394
NC_044908.1	21574104	14.1763	79.1456
NC_044908.1	21574608	21.2143	114.147
NC_044908.1	21575190	9.75207	29.9826
