sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
SH-MG106	OAK-MOR-001554	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Pennsylvania	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001554_S1_L001_R1_001.fastq.gz	OAK-MOR-001554_S1_L001_R2_001.fastq.gz				
SH-MG107	OAK-MOR-001555	"HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Starhill Forest Arboretum, cultivated"	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001555_S49_L001_R1_001.fastq.gz	OAK-MOR-001555_S49_L001_R2_001.fastq.gz				
SH-MG108	OAK-MOR-001556	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:North Carolina	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001556_S50_L001_R1_001.fastq.gz	OAK-MOR-001556_S50_L001_R2_001.fastq.gz				
SH-MG109	OAK-MOR-001557	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001557_S2_L001_R1_001.fastq.gz	OAK-MOR-001557_S2_L001_R2_001.fastq.gz				
SH-MG110	OAK-MOR-001558	HybSeq using Quercus custom baits of Quercus macrocarpa from Canada:Manitoba	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001558_S19_L001_R1_001.fastq.gz	OAK-MOR-001558_S19_L001_R2_001.fastq.gz				
SH-MG112	SYST-MOR-006133	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:North Dakota	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	SYST-MOR-006133_S176_L007_R1_001.fastq.gz	SYST-MOR-006133_S176_L007_R2_001.fastq.gz				
SH-MG114	SYST-MOR-006134	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:North Carolina	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	SYST-MOR-006134_S177_L007_R1_001.fastq.gz	SYST-MOR-006134_S177_L007_R2_001.fastq.gz				
SH-MG115	SYST-MOR-006135	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	SYST-MOR-006135_S178_L007_R1_001.fastq.gz	SYST-MOR-006135_S178_L007_R2_001.fastq.gz				
SH-MG116	OAK-MOR-001564	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Kansas	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001564_S51_L001_R1_001.fastq.gz	OAK-MOR-001564_S51_L001_R2_001.fastq.gz				
SH-MG117	OAK-MOR-001565	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001565_S3_L001_R1_001.fastq.gz	OAK-MOR-001565_S3_L001_R2_001.fastq.gz				
SH-MG118	OAK-MOR-001566	"HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Starhill Forest Arboretum, cultivated"	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001566_S21_L001_R1_001.fastq.gz	OAK-MOR-001566_S21_L001_R2_001.fastq.gz				
SH-MG119	OAK-MOR-001567	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Kansas	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001567_S22_L001_R1_001.fastq.gz	OAK-MOR-001567_S22_L001_R2_001.fastq.gz				
SH-MG120	OAK-MOR-001568	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Nebraska	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001568_S52_L001_R1_001.fastq.gz	OAK-MOR-001568_S52_L001_R2_001.fastq.gz				
SH-MG121	OAK-MOR-001569	HybSeq using Quercus custom baits of Quercus muehlenbergii from USA:North Dakota	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001569_S23_L001_R1_001.fastq.gz	OAK-MOR-001569_S23_L001_R2_001.fastq.gz				
SH-MG122	OAK-MOR-001570	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Oklahoma	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001570_S24_L001_R1_001.fastq.gz	OAK-MOR-001570_S24_L001_R2_001.fastq.gz				
SH-MG123	OAK-MOR-001571	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Kansas	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001571_S53_L001_R1_001.fastq.gz	OAK-MOR-001571_S53_L001_R2_001.fastq.gz				
SH-MG124	OAK-MOR-001646	"HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Starhill Forest Arboretum, cultivated"	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001646_S172_L007_R1_001.fastq.gz	OAK-MOR-001646_S172_L007_R2_001.fastq.gz				
SH-MG125	OAK-MOR-001647	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Pennsylvania	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001647_S173_L007_R1_001.fastq.gz	OAK-MOR-001647_S173_L007_R2_001.fastq.gz				
SH-MG126	OAK-MOR-001574	HybSeq using Quercus custom baits of Quercus alba from USA:Texas	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001574_S25_L001_R1_001.fastq.gz	OAK-MOR-001574_S25_L001_R2_001.fastq.gz				
SH-MG127	OAK-MOR-001648	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Oklahoma	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001648_S78_L001_R1_001.fastq.gz	OAK-MOR-001648_S78_L001_R2_001.fastq.gz				
SH-MG127	SYST-MOR-006136	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Oklahoma	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	SYST-MOR-006136_S179_L007_R1_001.fastq.gz	SYST-MOR-006136_S179_L007_R2_001.fastq.gz				
SH-MG128	OAK-MOR-001576	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Missouri	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001576_S26_L001_R1_001.fastq.gz	OAK-MOR-001576_S26_L001_R2_001.fastq.gz				
SH-MG130	OAK-MOR-001578	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Nebraska	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001578_S54_L001_R1_001.fastq.gz	OAK-MOR-001578_S54_L001_R2_001.fastq.gz				
SH-MG132	OAK-MOR-001580	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:StarhillForest Arboretum	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001580_S55_L001_R1_001.fastq.gz	OAK-MOR-001580_S55_L001_R2_001.fastq.gz				
SH-MG133	OAK-MOR-001581	"HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Starhill Forest Arboretum, cultivated"	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001581_S56_L001_R1_001.fastq.gz	OAK-MOR-001581_S56_L001_R2_001.fastq.gz				
SH-MG157	OAK-MOR-001582	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001582_S57_L001_R1_001.fastq.gz	OAK-MOR-001582_S57_L001_R2_001.fastq.gz				
SH-MG158	OAK-MOR-001583	HybSeq using Quercus custom baits of Quercus stellata from USA:StarhillForest Arboretum	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001583_S27_L001_R1_001.fastq.gz	OAK-MOR-001583_S27_L001_R2_001.fastq.gz				
SH-MG159	OAK-MOR-001584	"HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Starhill Forest Arboretum, cultivated"	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001584_S58_L001_R1_001.fastq.gz	OAK-MOR-001584_S58_L001_R2_001.fastq.gz				
SH-MG160	OAK-MOR-001585	HybSeq using Quercus custom baits of Quercus muehlenbergii from USA:Missouri	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001585_S28_L001_R1_001.fastq.gz	OAK-MOR-001585_S28_L001_R2_001.fastq.gz				
SH-MG161	OAK-MOR-001586	"HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Starhill Forest Arboretum, cultivated"	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001586_S59_L001_R1_001.fastq.gz	OAK-MOR-001586_S59_L001_R2_001.fastq.gz				
SH-MG162	OAK-MOR-001587	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001587_S60_L001_R1_001.fastq.gz	OAK-MOR-001587_S60_L001_R2_001.fastq.gz				
SH-MG163	OAK-MOR-001588	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Nebraska	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001588_S61_L001_R1_001.fastq.gz	OAK-MOR-001588_S61_L001_R2_001.fastq.gz				
SH-MG164	OAK-MOR-001589	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:North Dakota	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001589_S62_L001_R1_001.fastq.gz	OAK-MOR-001589_S62_L001_R2_001.fastq.gz				
SH-MG164B	OAK-MOR-001649	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Nebraska	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001649_S79_L001_R1_001.fastq.gz	OAK-MOR-001649_S79_L001_R2_001.fastq.gz				
SH-MG164B	SYST-MOR-006137	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Nebraska	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	SYST-MOR-006137_S180_L007_R1_001.fastq.gz	SYST-MOR-006137_S180_L007_R2_001.fastq.gz				
SH-MG165	OAK-MOR-001591	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Texas	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001591_S63_L001_R1_001.fastq.gz	OAK-MOR-001591_S63_L001_R2_001.fastq.gz				
SH-MG166	OAK-MOR-001592	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Texas	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001592_S64_L001_R1_001.fastq.gz	OAK-MOR-001592_S64_L001_R2_001.fastq.gz				
SH-MG167	OAK-MOR-001650	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001650_S174_L007_R1_001.fastq.gz	OAK-MOR-001650_S174_L007_R2_001.fastq.gz				
SH-MG169	OAK-MOR-001651	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Nebraska	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001651_S161_L007_R1_001.fastq.gz	OAK-MOR-001651_S161_L007_R2_001.fastq.gz				
SH-MG170	OAK-MOR-001596	HybSeq using Quercus custom baits of Quercus macrocarpa from Canada:Ontario	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001596_S29_L001_R1_001.fastq.gz	OAK-MOR-001596_S29_L001_R2_001.fastq.gz				
SH-MG171	OAK-MOR-001597	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Texas	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001597_S30_L001_R1_001.fastq.gz	OAK-MOR-001597_S30_L001_R2_001.fastq.gz				
SH-MG172	OAK-MOR-001598	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Missouri	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001598_S31_L001_R1_001.fastq.gz	OAK-MOR-001598_S31_L001_R2_001.fastq.gz				
SH-MG173	OAK-MOR-001599	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Oklahoma	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001599_S32_L001_R1_001.fastq.gz	OAK-MOR-001599_S32_L001_R2_001.fastq.gz				
SH-MG174	SYST-MOR-006138	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Nebraska	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	SYST-MOR-006138_S181_L007_R1_001.fastq.gz	SYST-MOR-006138_S181_L007_R2_001.fastq.gz				
SH-MG176	SYST-MOR-006139	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Minnesota	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	SYST-MOR-006139_S182_L007_R1_001.fastq.gz	SYST-MOR-006139_S182_L007_R2_001.fastq.gz				
SH-MG177	SYST-MOR-006140	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Texas	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	SYST-MOR-006140_S183_L007_R1_001.fastq.gz	SYST-MOR-006140_S183_L007_R2_001.fastq.gz				
SH-MG178	OAK-MOR-001604	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001604_S33_L001_R1_001.fastq.gz	OAK-MOR-001604_S33_L001_R2_001.fastq.gz				
SH-MG180	OAK-MOR-001606	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Iowa	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001606_S34_L001_R1_001.fastq.gz	OAK-MOR-001606_S34_L001_R2_001.fastq.gz				
SH-MG181	OAK-MOR-001607	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001607_S35_L001_R1_001.fastq.gz	OAK-MOR-001607_S35_L001_R2_001.fastq.gz				
SH-MG184	OAK-MOR-001610	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Missouri	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001610_S36_L001_R1_001.fastq.gz	OAK-MOR-001610_S36_L001_R2_001.fastq.gz				
SH-MG185	OAK-MOR-001611	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Oklahoma	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001611_S37_L001_R1_001.fastq.gz	OAK-MOR-001611_S37_L001_R2_001.fastq.gz				
SH-MG187	OAK-MOR-001613	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Texas	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001613_S38_L001_R1_001.fastq.gz	OAK-MOR-001613_S38_L001_R2_001.fastq.gz				
SH-MG188	OAK-MOR-001614	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:South Dakota	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001614_S39_L001_R1_001.fastq.gz	OAK-MOR-001614_S39_L001_R2_001.fastq.gz				
SH-MG191	OAK-MOR-001617	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Oklahoma	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001617_S69_L001_R1_001.fastq.gz	OAK-MOR-001617_S69_L001_R2_001.fastq.gz				
SH-MG194	OAK-MOR-001620	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Ohio	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001620_S40_L001_R1_001.fastq.gz	OAK-MOR-001620_S40_L001_R2_001.fastq.gz				
SH-MG196	OAK-MOR-001622	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001622_S41_L001_R1_001.fastq.gz	OAK-MOR-001622_S41_L001_R2_001.fastq.gz				
SH-MG199	OAK-MOR-001625	HybSeq using Quercus custom baits of Quercus macrocarpa from Canada:Saskatchewan	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001625_S42_L001_R1_001.fastq.gz	OAK-MOR-001625_S42_L001_R2_001.fastq.gz				
SH-MG200	OAK-MOR-001626	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:New Mexico	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001626_S72_L001_R1_001.fastq.gz	OAK-MOR-001626_S72_L001_R2_001.fastq.gz				
SH-MG202	OAK-MOR-001628	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Kansas	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001628_S162_L007_R1_001.fastq.gz	OAK-MOR-001628_S162_L007_R2_001.fastq.gz				
SH-MG205	OAK-MOR-001631	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Kansas	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001631_S163_L007_R1_001.fastq.gz	OAK-MOR-001631_S163_L007_R2_001.fastq.gz				
SH-MG206	OAK-MOR-001632	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:North Dakota	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001632_S164_L007_R1_001.fastq.gz	OAK-MOR-001632_S164_L007_R2_001.fastq.gz				
SH-MG207	OAK-MOR-001633	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Kentucky	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001633_S165_L007_R1_001.fastq.gz	OAK-MOR-001633_S165_L007_R2_001.fastq.gz				
SH-MG208	OAK-MOR-001634	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:New York	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001634_S166_L007_R1_001.fastq.gz	OAK-MOR-001634_S166_L007_R2_001.fastq.gz				
SH-MG210	OAK-MOR-001636	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Kansas	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001636_S76_L001_R1_001.fastq.gz	OAK-MOR-001636_S76_L001_R2_001.fastq.gz				
SH-MG213	OAK-MOR-001639	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Missouri	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001639_S167_L007_R1_001.fastq.gz	OAK-MOR-001639_S167_L007_R2_001.fastq.gz				
SH-MG214	OAK-MOR-001640	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Starhill Forest Arboretum	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001640_S168_L007_R1_001.fastq.gz	OAK-MOR-001640_S168_L007_R2_001.fastq.gz				
SH-MG215	OAK-MOR-001641	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Starhill Forest Arboretum	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001641_S169_L007_R1_001.fastq.gz	OAK-MOR-001641_S169_L007_R2_001.fastq.gz				
